V1,V2,V3,V4,V5,V6,V7
1.34,4.37,2.99,2.97,5.88,6.92,4.72
1.42,1.93,1.56,3.89,1.49,0.2,0.27
0.39,1.02,1.23,2.5,4.68,10.6,4.17
2.6,7.4,7.6,1.21,4.57,5.66,0.42
0.08,2.25,3.68,3.15,2.79,6.8,0.81
0.61,3.42,5,3.93,2.97,2.87,1
1.9,2.4,2.11,1.73,0.06,3.12,13.3
4.53,7.24,4.45,4.14,2.64,2.01,2.05
0.18,0.52,2.1,1.82,11.33,8.01,1.56
0.58,3.64,6.86,0.98,1.52,5.21,5.38
1.19,0.09,0.54,3.26,0.41,0.38,0.13
0.88,7.97,4.17,0.52,2.37,1.07,0.64
0.86,2.4,0.4,2.23,2.4,0.48,0.22
0.99,4.74,4.01,11.53,3.03,0.42,2.09
2.2,6.92,2.73,3.7,4.67,4.18,7.04
14.6,3.57,1.13,0.75,1.2,1.87,0.54
0.99,0.85,7.95,1.61,4.33,1.54,4.86
13.46,1.05,0.59,3.08,0.4,2.11,5.25
15.01,1.92,0.42,0.44,4.06,4.85,2.06
2.57,3.42,4.87,0.49,0.46,0.13,0.96
1.67,6.52,13.35,4.31,2.87,4.25,0.33
3.86,3.86,0.64,0.5,2.57,3,3.18
2.49,2.84,5.63,1.09,1.02,1.84,1.98
0.34,2.69,6.71,5.54,1.13,9.47,0.85
1.09,6.13,4.2,9.86,0.71,0.9,5.76
4.58,0.38,8.17,0.94,2.97,0.37,2.35
11.88,3.32,1.4,0.28,1.31,0.99,0.16
0.04,1.6,3.25,0.32,0.66,5.64,0.58
2.69,5.46,8.36,3.18,0.88,5.65,12.63
0.13,0.02,2.69,0.55,2.12,0.89,0.3
0.02,0.57,8.04,2.95,0.08,1.44,0.08
0.42,1.15,5.25,0.31,1.94,0.07,0.66
3.74,9.41,6.06,0.34,1.62,3.72,0.2
1.71,1.46,0.66,4.58,3.19,12.38,3.27
0.33,0,0,1.38,0.21,0.69,0.33
0.38,1.07,1.13,1.25,4.09,5.23,9.76
2.49,5.94,0.08,0.61,1.24,6.33,9.59
1.19,0.19,0.21,9.56,0.12,1.04,0.61
1.51,3.2,2.66,4.89,0.85,2.28,4.02
4.54,1.67,1.63,3.09,1.47,0.06,0.28
4.56,3.89,0.63,0.57,2.89,10.47,5.86
0.88,1.56,3.61,1.96,9.01,6.73,1.2
4.55,10.09,4.15,0.89,2.84,9.29,2.52
5.61,2.18,3.99,3.95,1.55,1.08,6.61
2.51,3.84,0.93,1.76,2.81,7.94,16.6
5.02,0.89,4.31,8.09,2.28,0.16,0.48
0.8,3.33,7.65,3.56,3.58,7.35,8.61
1.65,1.62,2.11,1.45,4.87,4.6,7.19
8.19,4.72,3.92,5.6,7.25,1.68,3.45
1.57,1.44,3.56,7.22,2.31,6.54,2.05
0.47,1.71,7.5,1.66,4.93,2.8,9.49
3.13,1.18,2.06,2.01,1.49,2.35,0.58
1.63,5.61,0.04,0.75,0.1,2.14,3.51
1.29,0.01,0.11,0.23,3.73,2.98,0.05
0.34,3,1.89,0.88,1.64,5.68,2.71
5.97,6.53,2.25,2.65,3.36,3.69,16.92
14.19,0.57,0.63,0.42,1.35,1.08,0.25
0.28,0.85,2.7,1.55,0.01,2.9,3.47
1.03,2.65,5.4,2.31,3.43,0.42,0.29
0.35,0.66,1.39,7.1,1.53,0.55,1.99
5.86,2.12,1.34,4.45,0.74,0.01,0.3
2.33,6.41,2.87,0.83,1.17,3.4,9.88
4.05,2.91,2.68,0.09,0.11,0.29,0.07
2.68,1.92,1.06,4.24,4.34,7.22,4.16
2.09,1.95,0.27,3.04,8.07,5.56,14.73
2.2,0.82,0.67,5.47,1.27,2.84,0.4
0.8,4.69,4,2.73,2.86,1.75,0.55
8.34,4.25,2.68,2.73,1.15,1.68,4.32
1.24,2.87,12.23,2.48,1.32,1.24,3.72
9.54,4.85,5.24,2.41,0.76,9.67,2.61
6.24,1.21,8.33,8.65,0.37,4.72,9.42
4.57,2.28,3.03,1.31,2.46,2.78,3.29
2.52,0.62,3.04,6.39,0.58,0.7,3.39
0.6,1.91,3.46,1.26,0.51,1.43,4.93
4.34,1.66,0.39,0.81,0.85,1.24,0.35
0.98,0.58,1.88,8.13,2.28,2.54,3.01
2.44,0.48,2.23,0.35,0.55,0.17,0.75
0.58,2.12,1.89,16.24,4.79,0.58,0.63
0.75,0.44,1.85,6.39,2.69,1.02,3.56
3.15,0.21,1.61,3.52,5.36,5.4,0.2
0.24,0.01,0.01,0.33,1.62,0.57,10.64
4.82,2.75,14.18,3.98,0.27,0.07,0.62
0.02,0.01,0.31,0.25,0.03,0.33,1.13
0.86,2.74,2.59,5.76,2.54,0.56,3.29
11.41,0.59,2.46,5.1,2.87,17.74,2.58
3.32,7.75,2.3,0.84,0.1,0.04,0.04
0.03,0.14,1.35,0.34,0.34,1.15,1.77
1.95,9.5,3.36,1.31,0.61,2.55,7.65
2.2,5.75,4.36,0.84,14.19,1.15,0.59
0.18,0.27,0.63,1.9,5.53,4.32,5.22
0.03,0.02,2,6.85,6.41,6.48,6.55
0.11,1.32,2.57,2.04,0.88,1.35,0.42
0.17,3.33,2.57,8.57,9.88,2.75,3.99
2.47,3.95,1.62,0.25,0.86,2.32,1.05
0.88,8.83,2.49,1.39,1.61,0.98,0.81
0.67,0.02,2.28,3.95,1.79,9.23,7.87
0.21,0.65,0.62,0.24,4.88,2.09,6.42
12.79,6.59,6.39,4.59,5.32,1.98,0.46
1.57,2.25,2.56,0.6,2.45,3.26,6.67
0.58,1.16,3.23,5.01,3.13,4.85,1.93
0.51,0.64,3.78,3.54,12.85,4.63,8.61
6.45,3.62,7.36,2.98,2.14,5.55,5
2.66,4.67,5.66,0.75,0.92,0.37,7.13
16.03,2.32,2.81,0.26,1.02,6.23,4.28
4.38,4.93,2.59,2.1,14.39,2.36,4.1
1.87,3.59,2.28,1.9,2.26,6.7,7.43
0.82,0.03,0,0.56,0.18,0.29,0
0.55,1.48,3.12,1.57,0.41,1.6,0.4
0.43,0.65,0.03,0.76,0.38,0.3,0
1.19,5.23,2.79,4.03,0.37,0.1,5.39
6.65,14.98,2.43,4.1,0.67,7.15,4.16
3.44,1.6,9.5,2.95,2.38,7.78,2.3
0.63,2.04,1.26,0.6,1.96,0.16,0.02
0.27,0.47,0.84,4.56,3.11,9.68,3.07
0.47,2.51,2.32,1.88,3.04,14.76,2.96
0.82,2.63,1.24,2.63,2.58,0.01,0.03
0.63,0.49,0.16,0.13,1.15,2.12,2.21
0.72,0.82,0.19,1.23,5.76,2.09,0.1
0.27,1.4,1.32,4.66,3.02,1.26,0.43
4.68,2.48,2.24,9.47,2.8,1.94,0.77
1.22,1.29,3.75,12.26,4.44,1.33,0.83
2.8,2.81,1.94,1.6,0.51,0.81,0.72
1.45,0.52,0.52,0.48,1.32,9.82,7.37
1.99,2.89,0.57,0.89,3.61,2.22,1.59
3.53,1.89,1.6,0.23,2.98,1.33,0.16
0.58,1.65,0.36,0.16,0.4,0.87,0.41
0.19,0.81,0.91,0.28,0.83,0.31,1.8
11.87,5.89,1.73,2.09,1.85,0.15,0.33
1.59,0.84,2.49,1.26,0.23,0.84,0.42
1.16,0.16,1.95,1.34,0.04,0.26,1.08
1.02,1.89,0.86,1.21,0.27,0.19,0.31
0.82,6.34,1.93,1.61,5.69,4.18,1.44
0.14,0.03,0.01,0.04,0.02,0.54,0.86
0.2,0.4,1.23,0.87,0.57,4.09,9.39
2.8,0.31,0.94,0,0.65,0.78,0.25
0.37,2.78,0.94,1.17,0.73,0.61,0.82
4.88,0.31,0.01,0.28,0.18,1.96,2.09
1.2,3.28,4.79,9.05,8.82,1.06,1.62
0.13,0.77,0.27,0.57,1.22,3.31,1.47
0.16,0.25,0.57,0.11,0.01,0.18,1.35
2.32,1.23,1.25,0.41,2.34,3.81,4.69
7.75,3.4,2.99,8.76,0.51,8.91,3.75
0.08,0.11,3.32,0.15,9.24,2.3,0.66
0.9,1.14,0.72,0.13,0.09,0.84,2.07
2.28,5.2,0.59,0.95,2.04,2.79,2.85
2.73,6.08,3.47,8.89,3.55,7.61,10.72
5.03,0.02,5.13,6.29,1.6,6.34,4.07
2.43,0.55,2.31,7.47,1.14,2.55,1.16
0.3,1.14,9.09,7.21,4.59,2.28,3.5
11.65,2.02,1.06,3.11,0.42,2.17,12.99
2.22,1.26,2.48,1.12,7.78,8.37,3.3
3.44,2.88,6.27,2.03,3.57,1.45,1.61
6.08,1.84,3.25,2.86,10.01,9.57,3.69
1.4,2.06,4.68,10.08,0.84,1.47,1.91
2.55,4.14,3.49,2.53,1.93,0.22,0.67
8.65,4.49,3.18,3.52,1.11,1.02,3.82
9.13,2.58,1.26,1.61,4.36,1.59,12
4.99,2.92,1.06,1.71,0.22,0.11,1.37
2.02,5.95,0.45,3.49,5.62,11.81,4.53
1.31,3.89,4.78,1.5,0.66,5.42,4.09
2.08,1.6,0.94,1.5,12.48,1.96,2.06
0.27,1.28,9.94,2.05,13.34,9.22,1.35
0.25,6.79,10.94,3.06,4.31,1.21,3.2
1.21,1.18,3.08,3.1,0.01,0,0
0.07,1.6,0.57,5.59,4.2,1.85,0.42
0.31,0.13,1.12,5.84,1.24,0.73,3.08
5.04,2.76,10.19,3.08,1.1,0.95,2.18
0.29,0.02,0.98,1.82,2.77,2.03,0.13
0.02,0,0,0.17,0.54,0.04,0.85
2.67,0.67,12.04,3.48,1.44,3.56,0.81
2.8,11.29,4.25,2.21,9.31,3.69,1.07
0.28,4.87,15.69,5.17,1.76,0.54,1.6
7.25,4,2.03,1,1.88,2.35,2.29
11.53,3.08,4.19,1.32,1.2,2.43,2.56
0.89,0.74,0.41,0.44,0.32,0.33,0.74
0.38,0.08,0.33,0.28,2.08,4.89,6.63
0.73,0.98,2.35,0.96,3.43,3.92,2.36
0.78,0.65,4.21,1.82,2.04,2.31,4.34
1.35,3.17,3.36,1.07,2.08,1.41,1.6
1.29,2.94,1.15,0.74,1.72,3.9,1.12
0.27,1.51,4.92,5.83,0.94,1.72,4.97
1.76,0.95,0.61,0.83,0.59,2.1,1.99
2.17,1.39,0.03,0.14,2.41,4.16,1.7
3.57,0.43,0.05,0.83,3.1,2.57,2.92
6.03,3,2.96,0.49,1.73,6.24,15.63
0.92,0.05,1.4,11.26,10.63,4.05,2.16
0.26,0.26,1.44,1.7,4.14,0.57,1.25
5.07,3.72,3.29,2.64,0.04,0.03,0
0,0.01,0,0.38,0.51,0.45,0.89
6.39,6.58,0.69,2.17,0.48,0.95,0.94
12.76,2.33,0.89,1.2,0.32,2.63,15.2
4.18,1.48,6.75,5.74,1.26,4.92,4.82
0.62,4.88,7.62,10.03,5.04,0.57,4.08
4.32,2.38,3.59,0.17,0.67,1.41,0.24
1.12,0.53,1.04,0.77,0.87,4.99,9.95
7.13,1.77,3.4,5.28,1.66,0.72,2.72
6.07,5.01,0.36,9.16,7.13,1.62,4.34
2.64,2.23,3.86,1.88,2.33,4.42,7.59
0.69,3.09,3.62,7.45,0.15,0.79,3.57
1.08,3.14,0.03,0.14,0.61,0.23,3.18
0.89,1.14,5.48,12.03,6.2,7.12,1.67
2.09,3.43,3.66,0.12,0.02,0.36,4.53
0.5,2.67,1.21,1.85,3.08,1.6,0.96
0.45,4.39,1.01,0.41,0.03,0.53,0.81
4.87,2.82,0.1,2.26,0.7,0.95,4.57
6.32,3.12,0.95,4.25,3.82,8.61,1.04
1.17,0.35,3.67,6.7,1.17,0.34,0.77
3.61,2.74,11.3,2.15,2.92,6.74,2.8
3.11,0.44,3.67,0.95,3.95,1.55,3.6
6.03,0.16,1.91,11.01,2.21,1.27,0.11
0.5,1.13,1.08,2.19,3.12,2.53,8.1
5.67,0.43,0.09,4.92,1.32,0.25,1.16
0.73,3.52,2.73,3.44,0.38,0.08,0
3.24,11.9,4.37,9.55,1.79,7.53,0.29
1.19,2.97,2.99,4.53,6.52,8.22,1.11
2.36,1.44,0.09,0.75,0.11,0.81,0.03
0.01,0.76,0.7,7.51,9.01,10.54,8.25
3.18,2.84,3.37,14.66,9.92,0.61,0.87
1.22,4.78,2.5,1.78,1.05,0.85,0.96
0.17,1.04,0.86,1.81,0.8,0.03,0.02
0.83,0.6,1.49,7.05,2.23,1.32,0.77
2.05,4.59,0.67,2.17,1.47,0.85,1.74
0.98,0.5,8.11,1.06,0.12,0.77,4.61
8.42,7.63,19.89,1.93,2.21,1.21,1.46
8.33,8.28,0.63,0.82,2.38,1.21,0.52
0.18,0.77,0.91,7.02,7.75,0.78,1.76
2.59,0.56,1.43,4.25,1.8,0.88,1.39
1.89,3.31,7.41,1.68,2.05,3.09,1.7
5.94,2.56,0.98,1.78,1.77,2.1,0.94
0.64,1.56,1.27,4.33,6.13,3.48,0.49
0.71,3.96,6,1.39,4.42,1.31,1.13
3.97,6.99,1.21,0.73,4.64,4.04,4.81
2.47,3.04,2.06,0.52,0.67,0.34,0.11
0.1,0.25,0.46,1.48,0.3,3.69,1.45
0.9,0.14,1.16,1.67,3.14,1.51,1.18
0.47,1.66,4.82,2.48,1.62,6.79,0.45
0.81,2.36,0.56,4.96,2.08,5.61,4.88
0.25,0.11,1.4,2.22,4.49,1.62,0.26
0.28,7.7,1.35,0.67,1.99,0.08,0.45
0.68,0.51,0.08,0.81,1.57,2.17,3.41
0.21,0.86,4.96,1.01,1.05,2.94,1.37
1.68,1.72,0.42,0.25,0,0.07,0.75
0.69,1.14,1.35,0.32,0.7,0.81,1.12
3.34,5.87,0.59,2.44,0.77,6.65,1.8
2.38,3.99,3.87,0.71,2.14,0.03,0
0.76,4.12,1.49,2.5,5.32,0.65,0.36
1.36,5.9,2.77,2.64,0.25,1.19,0.78
0.17,0.11,1.69,1.06,0.05,0.39,1.91
3.28,3.47,2.31,4.2,2.03,2.44,1.45
4.71,6.16,4.97,0.81,2.65,16.35,5.53
3.42,0.94,1.48,5.73,1.3,2.3,1.33
10.36,7.5,3.63,0.98,1.82,0.35,3.07
6.72,7.71,1.11,2.99,2.8,0.84,2.29
4.23,0.89,0.11,0.46,1.48,0.58,0.41
0.45,2.09,4.62,4.34,0.38,1.28,5.22
0.25,0.27,1.33,1.75,1.85,0.26,2.07
5.54,5.86,0.69,0.39,1.84,0.55,0.8
3.64,4.09,3.11,4.85,5.52,2.39,0.4
2.92,2.88,7.42,1.77,2.04,2,5.3
5.22,0.77,1.87,1.4,6.2,7.04,7.28
2.45,1.7,3.94,2.54,5.05,1.7,0.73
1.28,0.2,0.66,1.36,1.23,0.65,0.57
2.22,4.67,0.18,0.1,0.69,0.18,0.28
0.9,1.31,12.11,2.74,2.03,8.97,8.42
0.32,0,2.43,0.66,2.58,5.13,0.67
0.31,6.08,8.7,2.29,6.12,11.77,3.53
2.2,2.2,0.35,0.61,0.05,0.74,0.87
2.16,0.48,0.72,1.25,5.13,6.34,2.24
1.33,1.97,2.98,3.97,3.04,1.24,8.49
7.49,2.55,0.97,1.71,5.26,3.26,1.96
1.42,3.5,6.18,3.4,4.6,4.04,6.52
4.79,5.73,9.91,6.23,2.32,0.97,0.28
0.11,0.23,0.61,0.35,0.89,0.84,3.69
3.23,6.82,0.17,0.08,0.18,0,0.44
0.1,0.17,0.29,0.14,1.6,6.09,1.12
2.46,2.24,1.75,2.45,1.26,1.11,3.75
5.58,1.52,3.47,0.16,0.8,1.19,3.23
5.55,2.32,0.57,1.09,1.2,1.57,3.01
4.21,3.07,1.36,1.61,11.62,7.39,0.66
0.72,0.77,0.73,6.79,2.48,1.2,3.37
1.14,1.2,0.61,1.93,1.6,0.99,1.52
2.06,0.99,0.67,1.06,2.47,5.95,9.21
6.66,0.48,0.63,1.88,1.5,2.89,4.13
1.72,1.37,0.78,0.97,0.86,2.05,0.9
3.64,6.57,10.73,9.35,3.82,1.92,2.97
0.91,1.25,1.41,1.33,5.2,9.22,0.2
2.4,4.58,0.51,1.8,4.21,0.61,2.17
1.83,5.18,8.33,2.58,0.74,2.08,2.4
0.82,1.35,11.67,10.25,1.22,0.78,0.24
0.41,1.05,0.27,1.04,0.67,0.23,1.92
2.84,8.58,4.72,2.27,0.71,1.22,0.76
0.77,4.5,4.34,1.59,1.74,0.87,0.06
0.06,0.48,0.06,0.57,0.32,0.82,0.6
3.49,1.19,0.63,0.39,0.94,0.07,1.4
2.94,8.7,10.29,9.26,10.91,8.01,1.76
0.87,2.62,4.2,3.24,9.15,8.54,0.24
0.33,1.23,4.76,5.63,2.11,0.63,0.59
3.31,2.67,2.32,0.45,0.83,0.89,2.18
0.45,0.01,0.08,0.77,2.81,6.62,1.04
3.32,0.28,0.82,0.91,1.92,0.01,0.8
6.07,12.31,6.5,7.42,4.48,0.43,0.12
0.2,6.74,12.54,1.98,3.95,6.41,11.67
4.89,3.09,0.04,1.11,6.87,0.68,0.23
4.19,15.86,8.2,9,6.29,1.57,4.83
7.67,1.65,0.05,0.41,0.18,0.77,2.53
3.02,2.84,4.3,0.79,14.62,8.95,2.2
0.03,6.44,0.73,2.48,2,2.33,5.86
4.06,7.73,5.12,8.04,0.09,0.19,1.93
0.5,4.98,1.19,0.8,6.86,18.99,0.73
1.09,2.51,4.62,0.58,3.23,6.75,7.73
6.19,3,3.4,8.9,4.14,2.65,1.08
0.28,1.1,3.87,8.49,0.84,1.28,0.4
0.09,11.59,2.05,0.24,0.19,0.76,0.16
0.62,0.81,0.69,6.75,1.63,0,2.4
9.14,7.19,2.92,0.8,2.19,10.54,3.4
6.15,5,1.17,0.34,0.56,2.98,3.95
0.12,5.9,2.93,7.37,4.06,0.8,1.73
3.72,0.1,0.08,1.1,3.55,17.22,10.97
0.25,0.01,0.01,0.01,0.01,0.08,0.95
1.34,0.27,0.58,0.38,2.8,4.69,4.18
16.04,6.2,0.33,0.14,0.01,0.33,1.35
3.05,1.08,4.87,4.57,3.51,1.83,6.96
2.07,7.19,1.36,1.18,1.56,3.02,6.67
1.15,0.27,1.18,7.19,16.89,2.64,1.93
0.03,0.76,0.74,9.14,1.21,0.97,3.62
1.61,4.2,0.24,0.06,0.15,0.53,3.7
15.11,6.01,0.13,0.63,4.77,2.9,4.01
1,2.16,5.19,2.22,1.25,0.2,2.11
1.35,0.69,1.01,4.23,2.51,0.13,0.35
1.55,3.21,3.6,1.75,0.97,2.7,10.46
2.3,1.91,2.22,2.01,2.47,9.31,14.67
4.5,1.46,1.59,3.12,2.26,3.33,1.25
0.36,1.31,2.82,4.61,2.47,2.05,4.59
9.43,1.96,1.87,0.76,2.51,4.59,6.78
1.77,1.75,0.57,2.59,3.22,1.95,2.12
3.87,0.79,0.18,0.69,0.82,3.75,3.86
5.16,1.5,1.93,1.72,1.26,1.31,9.89
1.09,0.9,4.15,5.63,1.13,3.46,1.52
1.61,0.22,1.31,0.78,2.38,2.84,0.37
1.7,4.72,1.78,2.04,11.55,7.28,1.17
1.17,0.8,1.21,0.53,0.85,0.97,4.57
0.44,0.6,1.25,0.18,1.18,1.79,0.73
2.19,1.1,1.59,10.56,0.84,1.91,1.19
0.22,0.09,0.28,4.53,2.02,2.33,1.62
0.01,0.39,0.59,0.74,4.04,3.17,2.32
0.3,2.1,1.24,1.04,1.87,13.04,1.15
0.54,11.01,1.08,0.61,1.61,0.83,3.78
2.67,8.3,2.45,0.06,0.48,0.83,0.51
2.01,3.08,5.74,0.06,2.33,2.27,0.95
0.08,1.7,12.27,7.21,1.58,1.56,4.68
2.5,0.06,0.4,1.32,1.27,7.6,0.87
0.73,8.37,7,7.85,11.04,3.01,0.29
0.14,0.74,3.51,2.98,1.23,2.11,1.08
1.62,0.39,6.02,2.03,0.24,2.51,2.82
6.76,16.23,5.26,1.85,1.46,0.04,2.18
2.37,1.98,1.59,13.09,6.72,2.29,1.64
2.53,3.2,9.09,5.32,2.19,1.35,1
0.77,5.26,10.15,0.14,0.16,1.03,1.17
7.64,6.02,4.88,1.64,1.23,0.3,4.53
6.71,10.02,11.76,0.93,0.11,0.99,3.88
7.03,4.37,2.85,0.21,1.13,0.89,1.5
1.51,4.24,10.3,0.05,0.24,2.38,8.3
8.71,2.42,2.84,5.49,1.54,0.73,1.09
2.1,2.27,2.61,0.16,0,0,0.09
4.02,17.28,18.4,1.92,2.25,3.48,8.02
0.53,0.53,5.18,4.99,2.28,0.44,0.14
0.11,0.17,0.42,0.14,0.1,1.54,5.42
1.94,7.33,5.34,0.24,2.21,10.49,1.57
0.97,0.41,6.12,23.92,1.81,4.05,6.19
0.91,2.11,0.35,1.52,0.05,6.78,11.33
5.54,0.2,0.22,0.24,0,0,0.28
3.51,4,0.74,0.1,2.31,14.1,3.92
3.1,4.13,3.95,3.62,1.6,1.38,0.4
0.75,2.62,9.35,3.08,4.53,4.91,1.11
1.11,5.22,2.96,0.11,0.38,1.15,2.06
1.27,3.88,8.71,2.6,2.03,3.58,0.19
0.01,0.75,4.47,0.74,4.56,1.17,3.93
1.36,1.11,3.13,5.59,2.51,0.19,1.29
3.34,4.76,3.04,3.69,2.09,0.73,4.2
12.86,6.49,0.79,0.23,1.73,0.56,1.63
0.7,0.55,2.23,1.75,0.39,0.52,0
0.93,2.19,0.88,5.95,1.53,0.36,0.47
1.44,1.64,5.1,3.19,0.1,0.57,0.27
1.02,2.44,4.3,5.4,1.05,1.02,3.73
1.05,0.61,0.36,0.71,2.79,1.12,12.84
4.32,1.37,2.06,1.9,3.94,1.58,1.06
2.12,1.23,0.24,1.02,1.43,1.05,3.42
1.99,0.02,0.59,0.47,0.2,1.42,1.04
0.66,0.15,0.02,2.6,7.38,0.34,2.76
6.26,2.15,3.46,3.57,1.53,3.42,4.63
1.95,0.14,1.33,4.79,1.87,5.03,1.16
0.9,2.35,0.72,0.64,1.04,2.94,4.01
0.11,0.91,4.7,0.34,0.31,0,1.38
0.98,1.09,5.2,0.08,0.01,0.38,0.96
0.47,0.03,0.71,0.13,0.01,0.3,2.31
0.49,1.76,0.77,0,0.3,1.79,0.81
0.57,0.03,0.69,3.6,1.37,0.04,1.57
2.73,1.56,0.76,1.11,3.54,1.85,0.16
0.58,1.46,3.42,5.76,11.64,2.38,0.72
1.08,3.78,0.02,0.01,0.68,0.16,2.67
8.04,8.6,2.92,1.37,0.29,0.75,0.03
0.16,0.13,0,1.94,0.66,0.81,0.4
0.6,1.47,5.23,0.18,1.82,1.7,2.37
6.3,5.05,0.95,0.64,1.81,2.57,1.18
6.3,0.96,0.24,0.11,0.34,0.23,0.01
0.91,5.31,2.16,2,1.45,4.77,13.64
5.31,0.31,2.18,2.76,0.24,6.24,5.5
12.07,7.41,4.49,4.44,0.63,14.99,1.09
7.87,3.67,0.84,0.52,3.96,1.39,0.87
2.09,11.35,0.9,1.72,0.81,7.52,13.54
8.83,2.12,3.28,3.14,0,0.52,0.09
0.15,2.71,9.76,1.68,3.01,0.2,0
1.68,2.34,5.34,0.31,3.29,5.94,1.69
1.23,1.2,3.07,0.6,0.81,0.14,6.7
0.07,0.15,0.8,1.33,1.12,1.21,2.6
13.12,0.91,1.74,1.55,2.45,0.09,0.47
1.89,14.63,4.16,3.45,1.25,5.58,1.62
2.07,1.32,3.29,6.28,12.57,2.29,0.61
3.48,1.25,2.19,1.44,0.15,20.02,0.32
0.92,1.02,0,1.79,5.73,2.91,1.28
2.04,6.58,8.95,0.6,1.09,2.98,17.06
4.83,0.81,0,0.06,1.91,2.68,3.37
0.05,0,0.62,0.42,0.13,0,0.01
1.41,1.71,7.77,1.48,0.3,0.67,1.78
0.11,0.17,0.19,4.3,6.42,0.52,0.89
0.03,2.67,2.66,0.7,4.14,2.81,1.5
0.59,0.95,1.94,4.21,2.15,3.8,8.82
0.07,0.72,8.69,19.38,2.53,0.99,5.12
1.13,0.22,0.72,0.55,3.45,2,0.66
0.01,2.17,4.16,2.67,7.57,2.16,0.42
0.98,3.05,2.33,5.44,3.51,1.01,5.57
2.97,0.48,0.69,1.7,2.38,5.47,0.29
0.44,1.68,3.03,1.41,0.37,1.16,0.78
0.24,0.02,0.1,1.49,0.91,1.6,0.79
3.75,6.82,1.58,2.34,0.97,1.55,0.89
2.19,8.28,1.87,5.08,0.84,0.67,7.78
1.1,11.31,4.36,0.64,1.67,1.85,0.93
2.54,0.22,0.02,0.12,0.32,4.6,5.9
13.78,4.3,4.75,2.45,0.86,5.39,2.08
3.7,0.58,0.16,0.28,0.06,0.01,0.21
1.02,1.2,2.43,1.73,2.63,0.97,0.89
4.05,0.11,7.81,2.42,0.33,1.15,2.84
0.66,3.03,3.43,2.82,2.3,7.08,1.02
1.31,4.38,10.2,0.66,0.33,3.33,1.15
0.03,0.17,2.42,21.77,2.24,0.27,0.46
3.44,0.56,10.72,1.59,1.21,0.51,0.03
0.47,1.2,1.11,1.33,2.69,0,0.77
5.66,7.46,3.93,7.13,1.62,0.02,0
0.37,0.11,2.52,5.14,17.9,0.57,0.01
11.08,6.93,0.29,9.29,18.31,0.46,3.15
4.58,1.24,0.87,16.74,1.65,1.13,0.04
8.65,3.17,0.42,0,0.06,0.94,0.48
0.86,0.51,1.21,0.84,4.09,0.74,0
0.04,6.6,1.18,0.25,0.48,0.01,5.95
6.69,0.67,0,2.65,2.75,1.19,3.41
0.09,0,0.48,0.77,7.09,4.97,4.21
1.04,0.32,0,0.62,0.74,0.22,0.96
1.09,0.37,0.14,1.27,2.06,0.17,1.92
5.16,1.66,2.59,1.89,1.41,0.85,7.15
10.63,5.58,3.73,0.36,0.07,3.06,2.99
1.27,0,1.12,2.77,0.46,0.43,0.74
5.3,3.47,1.05,1.05,0.88,6.5,3.17
9.43,1.31,3.78,3.5,2.38,7.93,0.57
0.22,1.94,1.6,0.45,7.77,7.84,11.89
0.49,0.1,0.73,8.34,5.1,0.53,0.63
3.72,0.92,0.13,1.05,5.54,0.05,1.02
8.23,2.66,0.27,1.7,0.64,0,2.56
0.18,3.43,0.1,2.07,4.41,3.86,3.38
0.13,0.87,1.42,0.01,3.42,6.2,19.17
0.82,8.26,20.44,8.22,0.09,0.68,8.4
5.74,1.05,1.54,6.59,7.18,0.12,3.92
3.26,0.72,3.53,1.24,0.1,0.54,0.89
3.19,0.51,0.87,8.56,2.96,0.25,6.94
0.03,1.27,0.78,0,0.14,2.77,13.63
0.1,1.29,0.05,0.05,3.55,1.86,1.82
2.71,7.34,0.32,4.11,3.67,1.45,3.6
2.35,0.03,0.58,0.68,1.17,3.29,2.93
4.15,0.11,3.43,3.67,0.58,0.74,1.65
4.44,11.46,4.14,1.46,16.24,7.51,3.52
0.19,1.5,0.03,3.11,5.96,3.74,5.78
1.01,0.9,1.49,10.91,1.23,0.27,1.21
0.03,0,0.98,0.39,0.37,0.01,0
0.4,0.17,1.18,0.24,0.13,6.49,6.72
4.15,2.41,0.42,3.39,1.58,2.06,1.5
1.44,3.28,1.68,10.56,3.88,1.99,0.49
6.83,1.64,3.04,2.3,6.79,1.15,1.04
13.86,2.8,1.15,4.35,1.85,6.64,4.11
1.45,1.16,0.49,2.67,1.25,4.9,2.74
1.45,14.17,0.93,3.09,4.64,1.51,3.7
0.2,7.64,11.15,7.14,0.94,0.14,1.24
1.83,3.57,14.07,7.69,3,0.03,0.17
0.01,3.39,7.06,0.19,0.58,1.5,0.73
0.34,0.86,2.71,1.61,2.88,1.79,3.41
0.87,1.72,3.44,1.08,1.83,3.3,1
2.28,2.28,16.1,0.6,1.92,4.84,2.21
12.49,0.03,4.56,2.46,0.11,0,0.74
0,1.98,2.28,0.14,1.67,10.03,7.57
0.75,0.85,17.35,4.54,0.6,0.86,0
0.44,5.04,4.79,1.33,0.13,0.58,0.5
0.26,2.5,6.98,1.03,0.48,1.24,0.46
0.52,0.55,0.4,0.22,4.36,7.17,2.44
5.92,1.31,0.17,0.07,9.16,4.37,0.19
0.5,9.1,7.98,5.66,20.88,0.57,0.07
0.01,6.9,1.39,0.15,0.01,0.88,7.4
